RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G4-169,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08115,75.71759,21,0,FLT,LW_PLN,,,AQU,DIS,3,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,40,0,0.5,0,35,0,0,0,0,0,10,40,100,30,0,0,30,2,
,G4-170,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08132,75.71615,22,0,FLT,LW_PLN,,,MOIST,DIS,2,ORG,,Y,N,Y,1,3,0,1,0,1,0,0,60,0,1,0,30,0,0,0,0,0,0,50,100,40,0,40,40,2,
,G4-171,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08141,75.71536,20,1,22,FOOT,,,MOIST,DIS,2,ORG,,Y,N,Y,1,3,0,50,0,50,0,0,18,0,1,0,70,0,0,0,0,0,0,40,100,50,0,50,40,2,
,G4-172,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08151,75.71474,22,2,45,SHLD,,,MOIST,DIS,5,ORG,,Y,N,Y,1,3,0,80,0,80,5,0,1,0,0.1,0,90,5,0,0,0,0,0,50,100,45,0,45,15,4,
,G4-173,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08167,75.71349,25,2,45,BACK,,,MOIST,DIS,5,ORG,,Y,N,Y,1,3,0,60,0,60,12,0,2,0,0.1,0,90,3,0,0,0,0,0,10,100,20,0,20,15,5,
,G4-174,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08175,75.71225,27,3,45,SHLD,,,MOIST,DIS,5,ORG,,Y,N,Y,1,3,0,50,0,50,3,0,1,0,0,0,90,5,0,0,0,0,0,20,100,30,0,30,10,3,
,G4-175,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08189,75.71136,28,1,45,BACK,,,MOIST,DIS,1,ORG,,Y,N,Y,1,3,0,50,0,50,10,0,15,0,0,0,90,5,0,0,0,0,0,15,100,30,0,30,15,1,
,G4-176,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08201,75.71021,29,1,45,BACK,,,MOIST,DIS,10,ORG,,Y,N,Y,1,3,0,5,0,5,50,0,10,10,20,0,95,30,0,0,0,0,0,10,100,15,0,15,8,10,
,G4-177,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08211,75.70922,29,1,45,BACK,,,DRY,DIS,3,ORG,,Y,N,Y,1,3,0,40,0,40,5,0,10,1,0,0,80,5,0,0,0,0,0,10,100,20,0,20,10,3,
,G4-178,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08255,75.70538,30,2,45,SHLD,,,DRY,DIS,10,ORG,,Y,N,Y,1,3,0,1,0,1,30,0,60,50,0,0,80,10,0,0,0,0,0,30,100,20,0,10,0,10,
,G4-179,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08301,75.70141,35,3,338,BACK,,,DRY,DIS,10,ORG,,Y,N,Y,1,3,0,70,0,70,5,0,10,0,5,0.01,100,5,0,0,0,0,0,10,100,50,0,50,20,10,
,G4-180,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08333,75.69894,34,5,315,BACK,,,MOIST,DIS,2,ORG,,Y,N,Y,1,3,0,50,50,1,0,10,15,0,15,15,80,1,0,0,0,0,0,20,100,120,0,120,20,2,
,G4-181,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.0837,75.69555,35,2,360,BACK,,,MOIST,DIS,10,ORG,,Y,N,Y,1,3,0,35,0,35,5,0,45,0,15,0,90,1,0,0,0,0,0,20,100,30,0,30,40,10,
,G4-182,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08382,75.69434,34,1,315,BACK,,,MOIST,DIS,5,ORG,,Y,N,Y,1,3,0,3,0,3,20,0,80,80,5,0,40,10,0,0,0,0,0,40,100,20,0,10,8,5,
,G4-183,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08408,75.69234,30,0,FLT,LW_PLN,,,WET,DIS,12,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,60,0,0,0,90,0,0,0,0,0,0,60,100,30,0,0,30,12,
,G4-184,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08405,75.69182,30,0,FLT,LW_PLN,,,MOIST,NAT,12,ORG,,Y,N,Y,1,3,0,5,0,5,8,0,15,0,10,0,100,20,0,0,0,0,0,5,100,15,0,15,8,12,
,G4-185,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.0844,75.68944,30,0,FLT,LW_PLN,,,AQU,DIS,12,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,40,0,0,0,95,0,0,0,0,0,0,50,100,35,0,0,35,12,
,G4-186,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08463,75.68707,30,0,FLT,LW_PLN,,,AQU,DIS,3,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,55,0,0,0,60,0,0,0,0,0,0,20,100,35,0,0,35,3,
,G4-187,20170725,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.0852,75.68246,30,0,FLT,LW_PLN,,,AQU,DIS,3,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,60,0,0,0,90,0,0,0,0,0,0,50,100,20,0,0,20,3,
,G4-188,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08559,75.67831,30,0,FLT,LW_PLN,,,AQU,DIS,12,ORG,,Y,N,Y,1,3,0,4,0,4,0,0,20,0,0,0,100,0,0,0,0,0,0,80,100,30,0,10,30,12,
,G4-189,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08588,75.67931,30,0,FLT,LW_PLN,,,WET,NAT,12,ORG,,Y,N,Y,1,3,0,0.1,0,0.1,0.1,0,20,0,0.01,0,100,0,0,0,0,0,0,60,100,25,0,10,25,12,
,G4-190,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08636,75.68198,30,0,FLT,LW_PLN,,,AQU,DIS,3,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,30,0,0.1,0,100,0,0,0,0,0,0,50,100,25,0,0,25,3,
,G4-191,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08602,75.68002,30,0,FLT,LW_PLN,,,AQU,DIS,3,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,30,0,0.01,0,90,0,0,0,0,0,0,60,100,15,0,0,15,3,
,G4-192,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08578,75.67734,33,5,22,BACK,,,MOIST,DIS,10,ORG,,Y,N,Y,1,3,0,80,0,80,1,0,2,0.5,20,0,98,2,0,0,0,0,0,15,100,35,0,35,8,10,
,G4-193,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08592,75.67643,34,2,22,BACK,,,MOIST,DIS,10,ORG,,Y,N,Y,1,3,0,70,0,70,6,0,20,2,1,0,100,5,0,0,0,0,0,10,100,20,0,20,30,10,
,G4-194,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08598,75.67529,33,5,360,SHLD,,,MOIST,NAT,5, ORG,,Y,N,Y,1,3,0,10,0,10,25,0,80,80,0.1,0,60,5,0,0,0,0,0,30,100,15,0,15,30,5,
,G4-195,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08621,75.67376,31,2,270,BACK,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,95,0,95,3,0,1,0,10,0,98,1,0,0,0,0,0,15,100,30,0,30,7,10,
,G4-195A,20170726,25,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08632,75.67294,30,2,270,BACK,,,MOIST,NAT,3,ORG,,Y,N,Y,1,3,0,0,0,0,0,0,30,0,1,0,60,1,10,0,0,0,0,50,100,35,0,0,35,3,
,G4-196,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08652,75.67133,30,2,315,BACK,,,MOIST,NAT,4,ORG,,Y,N,Y,1,3,0,5,0,5,12,0,90,85,5,0,70,10,0,0,0,0,0,30,100,30,0,15,30,4,
,G4-197,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08662,75.67133,20,1,338,BACK,,,WET,NAT,15,ORG,,Y,N,Y,1,3,0,5,0,5,5,0,50,5,3,0,90,1,0,0,0,0,0,50,100,25,0,10,8,12,
,G4-198,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08683,75.66891,31,2,360,BACK,,,MOIST,NAT,8,ORG,,Y,N,Y,1,3,0,60,0,60,2,0,60,5,3,0,50,0,0,0,10,0,0,40,90,25,0,25,40,8,
,G4-199,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08688,75.66757,33,2,45,BACK,,,MOIST,NAT,4,ORG,,Y,N,Y,1,3,0,1,0,1,22,0,40,10,3,0,70,5,0,0,0,0,0,30,100,20,0,5,20,4,
,G4-200,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08711,75.66534,34,0,FLT,FOOT,,,WET,NAT,10,ORG,,Y,N,Y,1,3,0,1,0,1,0,0,50,0,0,0,90,0,0,0,0,0,0,50,100,30,0,10,30,10,
,G4-201,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08736,75.66356,33,2,45,BACK,,,MOIST,NAT,5,ORG,,Y,N,Y,1,3,0,0,0,0,18,0,70,70,5,0,90,10,0,0,0,0,0,30,100,15,0,0,8,4,
,G4-202,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08768,75.66013,32,1,45,BACK,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,1,0,1,20,0,70,70,5,0,90,5,0,0,0,0,0,30,100,15,0,15,8,10,
,G4-203,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08793,75.65875,32,0,FLT,FOOT,,,DRY,DIS,1,SND,,Y,N,Y,1,3,0,15,0,15,15,15,5,0,1,1,60,50,20,0,20,0,0,5,80,5,0,5,7,2,
,G4-204,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.088,75.65821,27,10,270,BACK,,,DRY,DIS,1,SND,,Y,N,Y,1,3,0,30,0,30,15,1,5,0,1,5,60,40,5,0,0,0,0,5,100,20,0,20,7,2,
,G4-205,20170726,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.08826,75.65764,24,0,FLT,FOOT,,,AQU,NAT,5,ORG,,Y,N,Y,1,3,0,10,0,10,0,0,80,0,1,0,60,0,0,0,0,0,0,60,100,40,0,50,40,2,
,G4-206,20170727,25,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.046769,75.716275,64,0,FLT,CRST,,,DRY,DIS,2,ORG,,Y,N,Y,1,3,0,20,0,20,20,10,30,0,10,0,80,5,0,0,0,0,0,5,100,40,0,40,30,2,
,G4-207,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.046892,75.716344,62,1,315,CRST,,,DRY,DIS,2,ORG,,Y,N,Y,1,3,0,4,0,4,25,30,20,0,5,0,40,10,5,0,30,0,0,0,70,10,0,10,30,2,
,G4-208,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.046763,75.715111,63,3,225,CRST,,,DRY,NAT,0,CLY,,Y,N,Y,1,3,0,0,0,0,0,0,10,0,1,0,0,0,5,0,85,0,0,5,10,30,0,0,30,0,
,G4-209,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.038091,75.727096,9,20,45,BACK,,,DRY,DIS,3,SND,,Y,N,Y,1,3,0,60,60,2,1,10,5,0,15,10,70,2,0,0,0,0,0,10,100,100,0,100,20,2,
,G4-210,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.037399,75.728231,12,0,FLT,EL_PLN,,,DRY,DIS,3,ORG,,Y,N,Y,1,3,0,7,,10,5,5,15,0,7,2,20,1,0,0,10,0,0,10,90,30,0,30,20,2,
,G4-211,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.04125,75.729703,40,0,FLT,EL_PLN,,,MOIST,NAT,10,SND,,Y,N,Y,1,3,0,2,,2,10,0,50,2,1,0,90,3,0,0,0,0,0,50,100,30,0,20,30,10,
,G4-212,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.041733,75.728399,40,0,FLT,EL_PLN,,,MOIST,NAT,15,ORG,,Y,N,Y,1,3,0,20,,20,5,0,70,0,1,0,100,1,0,0,0,0,0,30,100,30,0,20,30,15,
,G4-213,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.042194,75.72719,36,0,FLT,LW_PLN,,,WET,NAT,10,ORG,,Y,N,Y,1,3,0,40,0,40,2,0,50,0,5,0,100,0,0,0,0,0,0,30,100,20,0,20,10,10,
,G4-214,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.043523,75.723799,40,0,FLT,LW_PLN,,,WET,NAT,12,ORG,,Y,N,Y,1,3,0,15,0,15,0,0,70,0,1,0,100,0,0,0,0,0,0,30,100,30,0,25,30,12,
,G4-215,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.044236,75.722058,42,0,FLT,LW_PLN,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,40,0,40,5,0,80,0,5,0,100,0,0,0,0,0,0,50,100,30,0,30,40,10,
,G4-216,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.047155,75.71441,55,15,270,BACK,,,DRY,NAT,2,LOM,,Y,N,Y,1,3,0,1,0,1,10,60,10,0,3,0,30,5,0,0,30,0,0,5,70,5,0,5,10,2,
,G4-217,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.047806,75.711998,38,2,270,FOOT,,,MOIST,NAT,10,ORG,,Y,N,Y,1,3,0,5,0,5,25,0,70,70,3,0,80,3,0,0,0,0,0,30,100,25,0,20,30,10,
,G4-218,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.048485,75.709637,35,0,FLT,EL_PLN,,,WET,NAT,10,ORG,,Y,N,Y,1,3,0,8,0,8,15,0,80,0,1,0,100,0,0,0,0,0,0,40,100,20,0,20,15,8,
,G4-219,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.049378,75.705577,35,0,FLT,EL_PLN,,,WET,NAT,10,ORG,,Y,N,Y,1,3,0,1,0,1,1,0,80,0,0,0,90,0,0,0,0,0,0,40,100,30,0,20,30,10,
,G4-220,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.051074,75.698728,37,0,FLT,EL_PLN,,,WET,NAT,10,ORG,,Y,N,Y,1,3,0,2,0,2,1,0,80,0,0,0,90,0,0,0,0,0,0,40,100,30,0,20,30,10,
,G4-221,20170727,100,S,0,1,N,R,,,,O. Khitun,,,,,,D,RU,G4_Parisento_lake,24,,,,Y,GPS,5,70.052109,75.695209,36,,,,,,N,DIS,3,,,Y,N,Y,1,3,0,25,0,25,25,0,30,0,0,0,80,30,0,0,0,0,0,10,100,20,0,20,15,3,
