RELEVE_NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDEWGS84'(DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
03--01,,7/30/2003,,,Drude,,,,,,Dryas crenulata - Carex macrogyna - Lichen?s spsp.,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.59368692,108.1449515,260,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,40,,30,,,,,20,,,,,,,30,,,,,,
03--02,,7/30/2003,,,Drude,,,,,,Dryas crenulata - Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Salix recurvigemmis,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.55193713,108.1527705,260,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,15,50,,,,,,20,,,,,,,,60,,,,,,
03--03,,8/1/2003,,,Drude,,,,,,Dryas crenulata - Carex redowskiana + C.macrogyna + C.glacialis + C.rupestis - Salix recurvigemmis - Tomentypnum nitens,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.6945469,108.2863416,240,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,50,,50,,,,20,,,,,,,,60,,,,,,
03--04,,8/1/2003,,,Drude,,,,,,Eriophorum vaginatum - Tomentypnum nitens - Dryas crenulata - Salix reptans+ Salix recurvigemmis,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.69725693,108.2917416,235,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,30,,50,,,,40,,,,,,,,90,,,,,,
03--05,,8/1/2003,,,Drude,,,,,,Dryas crenulata - Carex rupestris + C.melanocarpa + C.macrogyna - Ditrichum flexicaule+Asachinea chrysantha,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.73018695,108.3797917,265,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,30,,30,,,,10,,,,,,,,30,,,,,,
03--06,,8/9/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Ptilidium ciliare - Cladina sylvatica + C.rangiferina + Cladonia spsp. - Dushekia fruticosa + Ledum palustre + Betula exilis,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.65261692,108.2938116,110,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,30--50,,,50,,,,,,,60,50,,,,,,,100,,700--1000,,,,
03--07,,8/9/2003,,,Drude,,,,,,Dryas crenulata + Vaccinium uliginosum ssp.microphyllum - Carex macrogyna + C.rupestris - Mixherbae (Hedysarum dasycarpum + Saxifraga oppositifolia),Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.65064687,108.2969518,210,1,360,SHLD,,,,,,GRV,,Y,Y,Y,1,1,0,,,,40,,20,,15,,,,,,,,,,30,,,,,,
03--09,,8/12/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium - Vaccinium uliginosum L. s.str. + V.minus - Ledum palustre + Salix pulchra +Betula exilis,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.70439699,108.0313618,95,1,135,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,40,,,30,30,,,,,,100,,,,,,,,,,500--800,,,,
030--98,,8/24/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Tomentypnum nitens - Dryas punctata - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.46172,105.49234,200,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,50,,20,,,,80,,,,,,,,90,,,,,,
03--11,,8/12/2003,,,Drude,,,,,,Carex macrogyna + C.redowskiana + C.fuscidula + C.gynocrates - Ditrichum flexicaule + Tomentypnum nitens - Salix reticulata + Dryas crenulata,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.71163701,108.0009516,220,4,113,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,30,,60,,,,50,,,,,,,,70,,,,,,
03--12,,8/12/2003,,,Drude,,,,,,Dryas crenulata - Mixherbae+Carex rupestris - ,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.700697,107.9749717,200,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,10,,,,,,,,,,,,,,10,,,,,,
03--13,,8/16/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Salix reticulata + Cassiope tetragona + Dryas crenulata - Salix glauca+S.lanata+S.pulchra +Ledum palustre,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.61092688,108.3162315,170,5,315,BACK,,,,,,LOM,,Y,Y,Y,1,1,20--30,,,20,25,,,,,,90,,,,,,,,95,,300--600,,,,
03--14,,8/16/2003,,,Drude,,,,,,Dryas punctata + Vaccinium uliginosum ssp.microphyllum + Empetrum subholarcticum - Lichens spsp. (incl. L. epylita) Mixherbae,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.59645695,108.3674814,180,,135,EL_PLN,,,,,,GRV ,,Y,Y,Y,1,1,0,,,,40,,,,20,,,30,,,,,,,40,,,,,,
03--15,,8/16/2003,,,Drude,,,,,,Mixherbae (????????? ???????????) - Salix reticulata + Dryas crenulata - Campyllium stellatum + Limprichtia cossonii + Orthothecium chryseon,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.56732695,108.3580214,280,15,90,BACK,,,,,,GRV ,,Y,Y,Y,1,1,0,,,,10,,,,20,,5,,,,,,,,20,,,,,,
03--16,,8/16/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Carex arctisibirica + Eriophorum vaginatum - Salix reptans - Dryas punctata+Pyrola grandiflora,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.55031695,108.3560214,315,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,15,,40,,,,80,,,,,,,,70,,,,,,
03--17,,8/16/2003,,,Drude,,,,,,Dryas crenulata + Cassiope tetragona - Carex arctisibirica - Hylocomium splendens (Hedw.) Schimp. var.obtusifolium,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.52044687,108.3667413,330,0,-1,EL_PLN,,,,,,GRV ,,Y,Y,Y,1,1,0,,,,30,,25,,,,20,,,,,,,,50,,,,,,
03--18a,,8/18/2003,,,Drude,,,,,,Sphagnum spsp. + Tomentypnum nitens - Carex concolor + C.arctisibirica - Salix reptans + S.pulchra + Setula exilis,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.66240693,108.2815516,60,0,-1,RIPZN,,,,,,,,Y,Y,Y,1,1,0,,,20,,,30,,,,100,,,,,,,,100,,,,,,
03--18b,,8/18/2003,,,Drude,,,,,,Carex concolor + C. chordorrhiza - Meesia triquetra + Limprichtia cossonii -,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.66240693,108.2815516,60,0,-1,RIPZN,,,,,,,,Y,Y,Y,1,1,0,,,,,,60,,,,30,,,,,,,,95,,,,,,
031--98,,7/24/1998,,,Drude,,,,,,Tomentypnum nitens + Aulacomnium turgidum - Carex arctisibirica + C.concolor - Salix reptans + S. richardsonii,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.46534,105.46082,130,3,315,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,20,,,40,,,,100,,,,,,,,100,,,60,,,
031--98+a,,7/24/1998,,,Drude,,,,,,Mihxerbae aggr. ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.46506,105.42303,120,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,20,,,,,,,,,,20,,,,,,
031--98+b,,7/24/1998,,,Drude,,,,,,Mixherbae - Dryas punctata -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.46506,105.42303,120,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,20,,,,20,,,,,,,,,,90,,,,,,
031--98+v,,7/24/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Polytrichum s?. - Cassiope tetragona - Novosieversia glacialis + Bistorta elliptica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.46506,105.42303,120,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,30,,,,20,,100,,,,,,,,100,,,,,,
03--19a,,8/19/2003,,,Drude,,,,,,Dryas crenulata + Vaccinium uliginosum + Salix reticulata - Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Aulacomnium turgidum + Tomentypnum nitens - Lichenes spsp.,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.66908693,108.2889916,80,0,-1,EL_PLN,,,,,,GRV ,,Y,Y,Y,1,1,10--40,,,,50,,,,,,40,30,,,,,,,95,,500--600,,,,
03--19b,,8/19/2003,,,Drude,,,,,,Dryas crenulata+D. incisa - Lichenes spsp. - Mixherbae,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.66908693,108.2889916,80,0,-1,EL_PLN,,,,,,GRV ,,Y,Y,Y,1,1,10--40,,,,60,,,,20,,,40,,,,,,,60,,500--600,,,,
03--20,,8/19/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Eriophorum brachyantherum + Carex arctisibirica + C.redowskiana - Salix reptans + S.glauca,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.67288698,108.2942416,100,1.5,225,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,20,,,30,,,,90,,,,,,,,95,,,,,,
032--98,,7/26/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium* + Tomentypnum nitens - Dryas punctata + Cassiope tetragona - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.38954,105.63045,120,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,30,,20,,,,80,,,,,,,,90,,,,,,
033--98,,7/26/1998,,,Drude,,,,,,Dryas punctata + Cassiope tetragona - Hylocomium splendens var.obtusifolium + Rhacomitrium lanuginosum + Ptilidium ciliare - Carex arctisibirica + Carex misandra,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.37903,105.6563,130,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,40,,20,,,,40,,,,,,,,70,,,,,,
033--98+,,7/26/1998,,,Drude,,,,,,Salix richardsonii - Carex saxatilis - Sphagnum spsp.,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.36045,105.79711,100,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,40,,,30,,,,30,,,,,,,,100,,,60,,,
034--98,,7/26/1998,,,Drude,,,,,,Mixherbae ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.34993,105.78858,120,37.5,90,BACK,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,30,,,,,,,,,,30,,,,,,
035--98,,7/26/1998,,,Drude,,,,,,Mixherbae aggr. ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.34694,105.82966,130,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,,,,,20,,,,,,,,,,10,,,,,,
035--98+,,7/26/1998,,,Drude,,,,,,Salix reptans + Salix richardsonii - Astragalus umbellatus + Carex concolor - Musci,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.34411,105.79249,80,0,-1,RIPZN,,,,,,GRV,,Y,Y,Y,1,1,0,,,30,,,,,,,15,,,,,,,,80,,,50,,,
035--98++a,,7/26/1998,,,Drude,,,,,,Polytrichum strictum - Eriophorum polystachion - Salix reptans + Salix richardsonii ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.37208,105.6405,60,2,180,FOOT,,,,,,LOM,,Y,Y,Y,1,1,0,,,25,,,30,,,,100,,,,,,,,95,,,30,,,
035--98++b,,7/26/1998,,,Drude,,,,,,Eriophorum polystachion - Tomentypnum nitrens + Musci spsp. - Salix reptans + Salix richardsonii,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.37208,105.6405,60,2,180,FOOT,,,,,,LOM,,Y,Y,Y,1,1,0,,,40,,,60,,,,50,,,,,,,,100,,,60,,,
036--98a,,7/26/1998,,,Drude,,,,,,Polytrichum strictum - Salix pulchra + Salix reptans - Dryas punctata ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3741,105.59412,60,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,40,10,,,,,,100,,,,,,,,100,,,40,,,
036--98b,,7/26/1998,,,Drude,,,,,,Eriophorum polystachion + E. medium - Calliergon giganteum + Limprichtia revolvens - ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.3741,105.59412,60,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,,,40,,,,40,,,,,,,,80,,,,,,
037--98,,7/28/1998,,,Drude,,,,,,Mixherbae - Festuca richardsonii + Calamagrostis holmii -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.40411,105.42554,55,30,225,BACK,,,,,,SND,,Y,Y,Y,1,1,0,,,,,,20,,40,,,,,,,,,,50,,,,,,
038--98a,,7/28/1998,,,Drude,,,,,,Rhacomitrium lanuginosum + Hylocomium splendens var.obtusifolium - Lichenes - Cassiope tetragona + Dryas punctata,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.4158,105.38539,60,0,-1,LW_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,30,,,,,,60,30,,,,,,,90,,,,,,
038--98b,,7/28/1998,,,Drude,,,,,,Musci - Carex concolor + C.rotundata + C.saxatilis + C.misandra + Eriophorum polystachion -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.4158,105.38539,60,0,-1,LW_PLN,,,,,,GRV ,,Y,Y,Y,1,1,0,,,,,,60,,,,80,,,,,,,,100,,,,,,
039--98a,,7/28/1998,,,Drude,,,,,,Polytrichum strictum - Arctagrostis latifolia + Calamagrostis holmii + Luzula nivalis - ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41842,105.37463,65,0,-1,LW_PLN,,,,,,GRV ,,Y,Y,Y,1,1,0,,,,,,10,,,,100,,,,,,,,100,,,,,,
039--98b,,7/28/1998,,,Drude,,,,,,Limprichtia revolvens + Meezia triquerta - Eriophorum scheuchzeri + E.polystachion - ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.41842,105.37463,65,0,-1,LW_PLN,,,,,,GRV ,,Y,Y,Y,1,1,0,,,,,,60,,,,70,,,,,,,,100,,,,,,
03--STS1,,3/19/2002,,,Drude,,,,,,Dryas crenulata + Arctous erythrocarpa+ Cassiope tetragona - Kobresia sibirica + Tofieldia coccinea + Mixherbae Hylocomium splendens (Hedw.) Schimp. var.obtusifolium+Ditrichum flexicaule + Musci spsp.,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.66415693,108.2283416,70,0,-1,RIPZN,,,,,,SND,,Y,Y,Y,1,1,0,,,,60,,,,,,30,,,,,,,,90,,,,,,
03--STS2a,,8/19/2003,,,Drude,,,,,,Tomentypnum nitens - Dryas crenulata + Arctous erythrocarpa + Andromeda polifolia - Kobresia sibirica + Carex fuscidula,,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.6631269,108.2342015,70,0,-1,RIPZN,,,,,,LOM,,Y,Y,Y,1,1,2,,,,30,,15,,,,60,,,,,,,,100,,300,,,,
03--STS2b,,8/19/2003,,,Drude,,,,,,Meesia triquetra + Aulacomnium palustre - Carex fuscidula + C.concolor + C. atrofusca + Kobresia sibirica -,,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.6631269,108.2342015,70,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,2,,,,,,30,,,,60,,,,,,,,90,,300,,,,
03--STS3,,8/19/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Ptilidium ciliare - Vaccinium uliginosum + V.minus - Ledum palustre + Betula exilis + Dushekia fruticosa,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.66076691,108.2181615,70,0,-1,LW_PLN,,,,,,ORG,,Y,Y,Y,1,1,10--20,,,25,30,,,,,,100,,,,,,,,,,600--800,,,,
03--STS4a,,8/19/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Dushekia fruticosa + Salix boganidensis + S.hastata + S.pulchra - Cassiope tetragona + Arctous alpina,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.65962699,108.2173815,90,8.5,360,BACK,,,,,,LOM,,Y,Y,Y,1,1,30--50,,,40,20,,,,,,80,,,,,,,,100,,800--1200,30,,,
03--STS4b,,8/19/2003,,,Drude,,,,,,Dushekia fruticosa - Cyrtomnium hymenophyllum + Plagiomnium medium ssp.curvatulum - Arctous alpina + Pyrola grandiflora + Ortillia obtusata,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.65962699,108.2173815,90,8.5,360,BACK,,,,,,LOM,,Y,Y,Y,1,1,30--50,,,60,20,,,,,,60,,,,,,,,100,,800--1200,2,,,
03--STS5,,8/19/2003,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium - Vaccinium uliginosum + V.minus - Dushekia fruticosa + Ledum decumbens + Salix glauca,Igor Pospelov,,,,,,FT,RU,,Taymyr,,,,Y,GPS,,71.65885698,108.2160515,110,0,-1,SHLD,,,,,,LOM,,Y,Y,Y,1,1,20,,,40,50,,,,,,80,,,,,,,,100,,500--1000,,,,
03cpa--2000,,8/12/2000,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Aulacomnium turgidum + Dicranum sp. + Racomitrium lanuginosum - Dryas punctata + Salix polaris - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,74.69918,102.50888,165,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,60,,15,,,,100,,,,,,,,70,,,,,,
040--01,,7/28/2001,,,Drude,,,,,,Salix lanata+S.glauca+S.hastata - Equisetum arvense ssp.boreale + Mixherbae - Dryas punctata,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.79559027,105.0371602,10,17.5,135,BACK,,,,,,CLY,,Y,Y,Y,1,1,0,,,60,10,,,,30,,,,,,,,,,95,,,,,,
040--98,,7/28/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium* + Tomentypnum nitens - Dryas punctata - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.45528,105.30619,110,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,30,,20,,,,70,,,,,,,,70,,,,,,
041--01,,7/28/2001,,,Drude,,,,,,Dryas punctata - Mixherbae - Aulacomnium turgidum,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.79594028,105.0363102,20,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,50,,,,20,,10,,,,,,,,95,,,,,,
041--98,,7/28/1998,,,Drude,,,,,,Leymus interior - Salix arctica + S. richardsonii - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.42333,105.3432,60,0,-1,RIPZN,,,,,,SND,,Y,Y,Y,1,1,0,,,20,,,30,,10,,,,,,,,,,40,,,,,,
042--01,,7/28/2001,,,Drude,,,,,,Salix nummularia + Dryas punctata - Mixherbae - Polytrichastrum alpinum,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.79870032,105.0409706,20,0,-1,FOOT,,,,,,GRV,,Y,Y,Y,1,1,0,,,,25,,,,10,,5,,,,,,,,70,,,,,,
042--98a,,7/29/1997,,,Drude,,,,,,Dryas punctata - Mixherbae -,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.35027,105.54304,70,25,45,BACK,,,,,,SND,,Y,Y,Y,1,1,0,,,,40,,,,30,,,,,,,,,,60,,,,,,
042--98b,,7/29/1997,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Rhytidium rugosum - Salix polaris + Cassiope tetragona + Dryas punctata - Salix reptans,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.35027,105.54304,70,25,45,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,10,50,,,,,,80,,,,,,,,90,,,30,,,
043--01,,7/28/2001,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Dryas punctata - Carex arctisibirica,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,72.79897032,105.0436908,15,4,,BACK,,,,,,LOM,,Y,Y,Y,1,1,0,,,,20,,15,,,,90,,,,,,,,95,,,,,,
043--98a,,7/29/1998,,,Drude,,,,,,Musci spsp. - Carex saxatilis + C.concolor + C. marina + C.quasivaginata - Dryas punctata,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33952,105.57777,55,0,-1,LW_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,20,,50,,,,80,,,,,,,,20,,,,,,
043--98b,,7/29/1998,,,Drude,,,,,,Carex concolor + Eriophorum polystachion + E.scheuchzeri + E.vaginatum + E.callitrix - Tomentypnum nitens + Sphagnum spsp. - Salix reptans,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33952,105.57777,55,0,-1,LW_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,5,,,50,,,,40,,,,,,,,90,,,,,,
044--01a,,7/28/2001,,,Drude,,,,,,Tomentypnum nitens - Carex concolor + Eriophorum polystachion - Salix reptans+S.pulchra,Igor Pospelov,,,,,,E,RU,,Taymyr,,,,Y,GPS,,72.79887031,105.0476311,4,0,-1,FOOT,,,,,,ORG,,Y,Y,Y,1,1,0,,,10,,,30,,,,70,,,,,,,,100,,,,,,
044--01b,,7/28/2001,,,Drude,,,,,,Hylocomium splendens (Hedw.) Schimp. var.obtusifolium + Tomentypnum nitens - Carex concolor + C.arctisibirica - Salix reptans+S.pulchra+Betula nana,Igor Pospelov,,,,,,E,RU,,Taymyr,,,,Y,GPS,,72.79887031,105.0476311,4,0,-1,FOOT,,,,,,ORG,,Y,Y,Y,1,1,0,,,15,,,30,,,,100,,,,,,,,100,,,,,,
044--98,,7/29/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Aulacomnium turgidum - Carex arctisibirica + Eriophorum polystachion + Carex concolor - Dryas punctata,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.32819,105.50059,60,0,-1,EL_PLN,,,,,,LOM,,Y,Y,Y,1,1,0,,,,20,,20,,,,100,,,,,,,,90,,,,,,
045--98,,7/29/1998,,,Drude,,,,,,Dryas punctata + Cassiope tetragona - Rhacomitrium lanuginosum + Hylocomium splendens var.obtusifolium - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33685,105.50135,80,0,-1,EL_PLN,,,,,,GRV,,Y,Y,Y,1,1,0,,,,80,,,,15,,20,,,,,,,,70,,,,,,
046--98,,7/29/1998,,,Drude,,,,,,Dryas punctata - Kobresia myosuroides - Mixherbae,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.35351,105.47425,60,0,-1,RIPZN,,,,,,SND,,Y,Y,Y,1,1,0,,,,80,,20,,10,,,,,,,,,,80,,,,,,
047--98a,,7/31/1998,,,Drude,,,,,,Tomentypnum nitens + Aulacomnium turgidum - Carex arctisibirica + C.concolor - Salix reptans ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33024,105.71734,50,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,60,,,,20,,40,,,,,,,,100,,,,,,
047--98b,,7/31/1998,,,Drude,,,,,,Meezia triquetra + Limprichtia revolvens - Carex concolor + C.chordorrhiza - ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33024,105.71734,50,0,-1,RIPZN,,,,,,ORG,,Y,Y,Y,1,1,0,,,,,,30,,,,70,,,,,,,,100,,,,,,
048--98,,7/31/1998,,,Drude,,,,,,Hylocomium splendens var.obtusifolium + Ptilidium ciliare + Aulacomnium turgidum - Cassiope tetragona + Dryas punctata - Salix reptans,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33324,105.74464,55,0,-1,RIPZN,,,,,,SND,,Y,Y,Y,1,1,0,,,10,40,,,,,,100,,,,,,,,100,,,40,,,
049--98,,7/31/1998,,,Drude,,,,,,Mixherbae ,Igor Pospelov,,,,,,D,RU,,Taymyr,,,,Y,GPS,,75.33782,105.75798,60,35,225,BACK,,,,,,SND,,Y,Y,Y,1,1,0,,,,,,,,30,,,,,,,,,,30,,,,,,
