RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,382,20.08.1931,2000,N,Drude,N,,O,,,"Juniperus – Pleurozium schreberi, Festuca – Polytrichum",A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,12 km north of the village Ledkova on a high sandy floodplain of the Torbey viski (small waterflow) near the confluence of the latter with the river Khvostovaya,,,,,,,,,,,LW_PLN,,,-,NAT,,SND,,,,,5,5,0,55,55,1,,,40 (80),0,,,15 (95),1 (15),N,N,,,,,80 (100),,,,,,
,214,25.07. 1930,,N,Drude,N,,O,,,Willow-moss communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,60,,,,,,,,,80,0.5,N,N,,,,,,,,,,,
,242,17.07. 1931,600,N,Drude,N,,O,,,Willow-moss communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Vel`ta river ,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,50,,,,,,,,,75,0,N,N,,,,,,,,,,,
,432,28.08.1932,3000,N,Drude,N,,O,,,Willow-moss communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Navol`skii` ridge,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,60,,,,,,,,,85,0.5,N,N,,,,,,,,,,,
,110,15.07. 1930,3000,N,Drude,N,,O,,,Willow-forb-moss communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Tiun`-Seda ridge,,,,,,,,,,,BACK,,,DRY,NAT,,LOM,,,,,5,5,0,65,,,5,,,,,,60,0,N,N,,,,,,,,150,40,,
,138,6.08.1930,1000,N,Drude,N,,O,,,Willow-forb-moss communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Tartcui` hill ,,,,,,,,,,,SHLD,,,DRY,NAT,,LOM,,,,,5,5,0,70,,,0,,,,,,45,0,N,N,,,,,,,,130,40,,
,151,8.08.1930,5000,N,Drude,N,,O,,,Willow-forb-moss communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Tulova hill,,,,,,,,,,,SHLD,,,DRY,NAT,,LOM,,,,,5,5,0,70,,,0.5,,,,,,55,0,N,N,,,,,,,,100,,,
,284,8.08.1931,20000,N,Drude,N,,O,,,Willow-grass-moss communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,EL_PLN,,,-,NAT,,LOM,,,,,5,5,0,60,,,0,,,,,,45,0,N,N,,,,,,,,80,27,,
,55,4.08.1928,,N,Drude,N,,O,,,Willow-grass communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Belaia,,,,,,,,,,,RIPZN,,,-,NAT,,-,,,,,5,5,0,70,,,,,60,0,20,,0,0,N,N,,,,,,,,140,70,,
,121,28. 07. 1930,,N,Drude,N,,O,,,Willow-grass communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Neruta,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,50,,,,,75,0,15,,0,0,N,N,,,,,,,,120,70,,
,198,21.08.1930,,N,Drude,N,,O,,,Willow-grass communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,FOOT,,,-,NAT,,-,,,,,5,5,0,50,,,,,70,0,10,,5,0.01,N,N,,,,,,,,180,60,,
,429,27.08.1932,,N,Drude,N,,O,,,Willow-grass communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Seng-Iaga,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,40,,,,,65,0,25,,0.5,0,N,N,,,,,,,,100,60,,
,436,29.08.1932,,N,Drude,N,,O,,,Willow-grass communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,khriver Kuti-hoi`,,,,,,,,,,,FOOT,,,-,NAT,,-,,,,,5,5,0,50,,,,,80,0,20,,3,0.01,N,N,,,,,,,,150,50,,
,471,30.06.1937,,N,Drude,N,,O,,,Willow-grass communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Durakova,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,60,,,,,75,0.5,15,,0.5,0,N,N,,,,,,,,180,70,,
,60,6.08.1928,,N,Drude,N,,O,,,Willow-grass-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Belaia,,,,,,,,,,,BACK,,,-,NAT,,-,,,,,5,5,0,60,,,,,,,,,0.01,0,N,N,,,,,,,,150,70,,
,207,23.08.1930,,N,Drude,N,,O,,,Willow-grass-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,BACK,,,DRY,NAT,,-,,,,,5,5,0,70,,,,,,,,,0.01,0,N,N,,,,,,,,180,80,,
,217,25.08.1930,,N,Drude,N,,O,,,Willow-grass-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,FOOT,,,-,NAT,,-,,,,,5,5,0,70,,,,,,,,,0.01,0,N,N,,,,,,,,150,60,,
,312,18.08.1931,,N,Drude,N,,O,,,Willow-grass-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Soi`ma,,,,,,,,,,,BACK,,,-,NAT,,-,,,,,5,5,0,80,,,,,,,,,0.01,0,N,N,,,,,,,,140,60,,
,419,24.08.1932,,N,Drude,N,,O,,,Willow-grass-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,khriver Vy`tarmei`,,,,,,,,,,,RIPZN,,,-,NAT,,-,,,,,5,5,0,60,,,,,,,,,0.01,0,N,N,,,,,,,,100,40,,
,68,10.08.1928,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river M. Svetlaia,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,70,,,,,,,,,5,0,N,N,,,,,,,,150,45,,
,86,19.08.1928,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,pos. Popovy`kh. Bereg river Indigi,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,70,,,,,,,,,0,0,N,N,,,,,,,,170,60,,
,93,28.08.1928,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,pos. Vy`uchei`skogo. Poi`ma river Indigi,,,,,,,,,,,LW_PLN,,,-,NAT,,SLT,,,,,5,5,0,80,,,,,,,,,0.5,0,N,N,,,,,,,,200,50,,
,134,4.08.1930,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Obseda hill,,,,,,,,,,,RIPZN,,,WET,NAT,,LOM,,,,,5,5,0,60,,,,,,,,,20,0.5,N,N,,,,,,,,150,50,,
,137,6.08.1930,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Tartcui` hill,,,,,,,,,,,BACK,,,-,NAT,,-,,,,,5,5,0,70,,,,,,,,,15,0,N,N,,,,,,,,180,60,,
,172,15.08.1930,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Py`tet hill,,,,,,,,,,,BACK,,,MST,NAT,,LOM,,,,,5,5,0,60,,,,,,,,,5,0.5,N,N,,,,,,,,170,60,,
,294,15.08.1931,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha lake,,,,,,,,,,,FOOT,,,WET,NAT,,-,,,,,5,5,0,70,,,,,,,,,30,0,N,N,,,,,,,,180,50,,
,420,25.08.1932,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Niarue`i`-iaga,,,,,,,,,,,BACK,,,DRY,NAT,,-,,,,,5,5,0,80,,,,,,,,,0.5,0,N,N,,,,,,,,150,50,,
,461,28.06.1937,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,deriver Kamenka,,,,,,,,,,,RIPZN,,,MST,NAT,,LOM,,,,,5,5,0,60,,,,,,,,,15,0,N,N,,,,,,,,200,60,,
,467,30.06.1937,,N,Drude,N,,O,,,Willow-forb communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,deriver Durakova,,,,,,,,,,,RIPZN,,,MST,NAT,,-,,,,,5,5,0,90,,,,,,,,,5,0,N,N,,,,,,,,200,50,,
,12,21.07. 1928,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Vas`kina,,,,,,,,,,,FOOT,,,AQU,NAT,,-,,,,,5,5,0,60,,,,,,,,,55,0.01,N,N,,,,,,,,130,80,,
,21,23.07. 1928,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Chernaia,,,,,,,,,,,LW_PLN,,,AQU,NAT,,-,,,,,5,5,0,60,,,,,,,,,25,0,N,N,,,,,,,,100,70,,
,29,26.07. 1928,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Chernaia,,,,,,,,,,,LW_PLN,,,AQU,NAT,,-,,,,,5,5,0,50,,,,,,,,,40,0.01,N,N,,,,,,,,160,80,,
,156,12.08. 1930,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Py`tet hill,,,,,,,,,,,RIPZN,,,-,NAT,,-,,,,,5,5,0,60,,,,,,,,,10,0.5,N,N,,,,,,,,200,10,,
,190,20.08. 1930,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,RIPZN,,,-,NAT,,-,,,,,5,5,0,60,,,,,,,,,50,0.5,N,N,,,,,,,,120,80,,
,204,28.08. 1930,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,RIPZN,,,AQU,NAT,,-,,,,,5,5,0,70,,,,,,,,,70,0,N,N,,,,,,,,100,60,,
,298,16.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha lake,,,,,,,,,,,LW_PLN,,,AQU,NAT,,ORG,,,,,5,5,0,60,,,,,,,,,70,0,N,N,,,,,,,,70,50,,
,314,19.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Soi`ma,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,70,,,,,,,,,65,0.01,N,N,,,,,,,,150,70,,
,317,19.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Soi`ma,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,80,,,,,,,,,60,0,N,N,,,,,,,,150,60,,
,341,23.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,lake Ashushei`,,,,,,,,,,,RIPZN,,,MST,NAT,,SLT,,,,,5,5,0,60,,,,,,,,,30,0,N,N,,,,,,,,150,90,,
,321,21.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Soi`ma,,,,,,,,,,,LW_PLN,,,-,NAT,,-,,,,,5,5,0,60,,,,,,,,,75,0,N,N,,,,,,,,150,80,,
,322,21.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Soi`ma,,,,,,,,,,,FOOT,,,-,NAT,,-,,,,,5,5,0,80,,,,,,,,,35,0.01,N,N,,,,,,,,90,50,,
,366,23.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river KHvostovaia,,,,,,,,,,,LW_PLN,,,MST,NAT,,-,,,,,5,5,0,70,,,,,,,,,45,0,N,N,,,,,,,,150,80,,
,331,28.08. 1931,,N,Drude,N,,O,,,Willow-sedge communities,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,lake Anutei`,,,,,,,,,,,LW_PLN,,,MST,NAT,,-,,,,,5,5,0,90,,,,,,,,,30,0.01,N,N,,,,,,,,150,70,,
,36,29.07.1928,,N,Drude,N,,O,,,Betula nana - Cladonia alpestris,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Hariusova,,,,,,,,,,,BACK,,,-,DIS,,-,,,,,5,5,0,50,,,8,,15,,,,10,40,N,N,,,,,100,,,27,,,
,37,29.07.1928,,N,Drude,N,,O,,,Betula nana - Cladonia alpestris,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Hariusova,,,,,,,,,,,EL_PLN,,,-,DIS,,-,,,,,5,5,0,65,,,7,,20,,,,3,35,N,N,10,,,,90,,,27,,,
,45,31.07. 1928,,N,Drude,N,,O,,,Betula nana - Cladonia alpestris,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Velikaia,,,,,,,,,,,EL_PLN,,,-,DIS,,-,,,,,5,5,0,50,,,0.5,,15,,,,5,45,N,N,,,,,100,,,27,,,
,46,31.07. 1928,,N,Drude,N,,O,,,Betula nana - Cladonia alpestris,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Velikaia,,,,,,,,,,,BACK,,,-,DIS,,-,,,,,5,5,0,35,,,15,,25,,,,5,50,N,N,,,,,90,,,27,,,
,50,1.08.1928,,N,Drude,N,,O,,,Betula nana - Cladonia alpestris,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Velikaia,,,,,,,,,,,EL_PLN,,,-,DIS,,-,,,,,5,5,0,45,,,12,,30,,,,8,30,N,N,,,,,100,,,27,,,
,53,4.08. 1928,,N,Drude,N,,O,,,Betula nana - Cladonia alpestris,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Belaia,,,,,,,,,,,EL_PLN,,,-,NAT,,-,,,,,5,5,0,50,,,30,,0.5,,,,0.5,50,N,N,,,,,100,,,27,,,
,28,26.07.1928,,N,Drude,N,,O,,,Betula nana – Cetraria nivalis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,s. Bolvanskaia,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,45,,,15,,20,,,,7,35,N,N,,,,,100,,,,,,
,92,22.08.1928,,N,Drude,N,,O,,,Betula nana – Cetraria nivalis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Indiga,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,45,,,35,,0.5,,,,7,40,N,N,,,,,100,,,,,,
,292,15.08.1931,,N,Drude,N,,O,,,Betula nana – Cetraria nivalis,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river,,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,35,,,15,,0.5,,,,0.5,60,N,N,,,,,100,,,,,,
,202,22.08.1930,,N,Drude,N,,O,,,Betula nana – Cladonia silvatica – Polytrichum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,BACK,,,MST,NAT,,LOM,,,,,5,5,0,65,,,20,,,,,,20,30,N,N,,,,,100,,,60,,,
,290,14.08.1931,,N,Drude,N,,O,,,Betula nana – Cladonia silvatica – Polytrichum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Ikcha river (v ernikovoi` podzone),,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,55,,,20,,,,,,25,35,N,N,,,,,100,,,60,,,
,328,22.08.1931,,N,Drude,N,,O,,,Betula nana – Cladonia silvatica – Polytrichum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Soi`ma river (v lesotundre),,,,,,,,,,,BACK,,,-,NAT,,LOM,,,,,5,5,0,60,,,20,,,,,,30,35,N,N,,,,,100,,,50,,,
,14,22.07.1928,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Liamcha river,,,,,,,,,,,LW_PLN,,,WET,NAT,,ORG,,,,,5,5,0,65,,,0,,,,,,5,0,N,N,,,,,,,,65,,,
,17,22.07.1928,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Liamcha river,,,,,,,,,,,LW_PLN,,,WET,NAT,,ORG,,,,,5,5,0,75,,,0.5,,,,,,5,0.5,N,N,,,,,,,,75,,,
,99,29.08.1928,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Indiga river mouth,,,,,,,,,,,LW_PLN,,,-,NAT,,ORG,,,,,5,5,0,55,,,5,,,,,,8,0.5,N,N,,,,,,,,55,,,
,133,4.08.1930,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Obseda hill,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,70,,,10,,,,,,8,0.5,N,N,,,,,,,,70,,,
,145,7.08.1930,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Tartcui` hill,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,60,,,0.5,,,,,,10,0.5,N,N,,,,,,,,60,,,
,169,15.08.1930,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Py`tet hill,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,75,,,10,,,,,,6,0.5,N,N,,,,,,,,75,,,
,177,16.08.1930,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Py`tet hill,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,60,,,0.5,,,,,,8,0.5,N,N,,,,,,,,60,,,
,208,23.08.1930,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,RIPZN,,,WET,NAT,,ORG,,,,,5,5,0,60,,,8,,,,,,8,0.5,N,N,,,,,,,,60,,,
,210,24.08.1930,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,70,,,10,,,,,,5,0.5,N,N,,,,,,,,70,,,
,224,27.08.1930,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,60,,,15,,,,,,6,0.5,N,N,,,,,,,,60,,,
,233,15.07.1931,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Uiariver hill,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,40,,,10,,,,,,8,0.5,N,N,,,,,,,,40,,,
,365,28.08.1931,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Mohovaia river,,,,,,,,,,,LW_PLN,,,WET,NAT,,ORG,,,,,5,5,0,80,,,0.5,,,,,,8,0,N,N,,,,,,,,80,,,
,368,28.08.1931,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Mohovaia river,,,,,,,,,,,LW_PLN,,,WET,NAT,,ORG,,,,,5,5,0,90,,,0.5,,,,,,10,0,N,N,,,,,,,,90,,,
,401,1.09.1931,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Khvostovaia river,,,,,,,,,,,LW_PLN,,,-,NAT,,ORG,,,,,5,5,0,90,,,0.5,,,,,,5,0,N,N,,,,,,,,90,,,
,435,29.08.1932,,N,Drude,N,,O,,,Betula nana – Carex aguatilis – Sphagnum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Kuti-hoi` ridge,,,,,,,,,,,-,,,-,NAT,,ORG,,,,,5,5,0,50,,,0.5,,,,,,8,0,N,N,,,,,,,,50,,,
,136,6.08.1930,3000,N,Drude,N,,O,,,Ledum palustre - Dicranum elongatum ,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,s. Tartcui`,,,,,,,,,,,RIPZN,,,WET,NAT,,ORG,,,,,5,5,0,60,,,,,,,,,75,20,N,N,,,,,,,,,,,
,179,17.08.1930,,N,Drude,N,,O,,,Ledum palustre - Dicranum elongatum ,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Molochnoe lake ,,,,,,,,,,,LW_PLN,,,-,NAT,,ORG,,,,,5,5,0,65,,,,,,,,,80,15,N,N,,,,,,,,,,,
,200,22.08.1930,100000,N,Drude,N,,O,,,Ledum palustre - Dicranum elongatum ,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,EL_PLN,,,-,NAT,,ORG,,,,,5,5,0,70,,,,,,,,,90,5,N,N,,,,,,,,,,,
,209,24.08.1931,,N,Drude,N,,O,,,Ledum palustre - Dicranum elongatum ,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,EL_PLN,,,-,NAT,,ORG,,,,,5,5,0,70,,,,,,,,,90,10,N,N,,,,,,,,,,,
,327,22.08.1931,2000,N,Drude,N,,O,,,Ledum palustre - Dicranum elongatum ,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,river Soi`ma,,,,,,,,,,,BACK,,,-,NAT,,ORG,,,,,5,5,0,60,,,,,,,,,60,10,N,N,,,,,,,,,,,
,114,19.07.1930,2000,N,Drude,N,,O,,,Rubus chamaemorus – Dicranum elongatum ( D. angustum),A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Tiun`-seda ridge,,,,,,,,,,,LW_PLN,,,MST,NAT,,ORG,,,,,5,5,0,0,,,10,,,,75,,80,5,N,N,,,,,,,,,,,
,187,19.08.1930,500,N,Drude,N,,O,,,Rubus chamaemorus – Dicranum elongatum ( D. angustum),A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Molochnoe lake ,,,,,,,,,,,BACK,,,-,NAT,,ORG,,,,,5,5,0,0,,,10,,,,75,,90,10,N,N,,,,,,,,,,,
,191,21.08.1930,800,N,Drude,N,,O,,,Rubus chamaemorus – Dicranum elongatum ( D. angustum),A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,LW_PLN,,,MST,NAT,,ORG,,,,,5,5,0,0,,,5,,,,70,,80,5,N,N,,,,,,,,,,,
,218,25.08.1930,,N,Drude,N,,O,,,Rubus chamaemorus – Dicranum elongatum ( D. angustum),A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,LW_PLN,,,DRY,NAT,,ORG,,,,,5,5,0,0,,,5,,,,80,,75,15,N,N,,,,,,,,,,,
,221,26.08.1930,,N,Drude,N,,O,,,Rubus chamaemorus – Dicranum elongatum ( D. angustum),A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Sredniaia river,,,,,,,,,,,LW_PLN,,,DRY,NAT,,ORG,,,,,5,5,0,0,,,5,,,,70,,80,10,N,N,,,,,,,,,,,
,115,19.07.1930,300000,N,Drude,N,,O,,,Empetrum nigrum – Dicranum elongatum,A. Dedov,,,,,,,RU,Dedov's_historical_data,Kanin-Pechora,Tiun`-Seda ridge,,,,,,,,,,,EL_PLN,,,-,NAT,,ORG,,,,,5,5,0,0,,,50,,,,,,60,15,N,N,,,,,,,,,,,
