RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G2-139,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.94125,78.73766667,,10,40,BACK,,,DRY,NAT,1.5,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,40,15,0,3,10,90,5,10,0,0,0,0,20,100,,,,,,
,G2-140,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.94130556,78.7375,,7,40,BACK,,,MOIST,NAT,1,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,0.1,10,0,2,20,100,30,0,0,0,0,0,40,100,,,,,,
,G2-143,42942,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.94252778,78.73925,,0,FLT,RIPZN,,,N,NAT,,,,Y,N,Y,1,3,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0,100,0,45,,,,,,
,G2-144,42943,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89227778,78.53333333,,,,FOOT,,,DRY,NAT,4,LOM,,Y,N,Y,1,3,0,1,0,1,0,3,10,0,40,40,3,0.1,5,0,0,0,0,50,95,,,,,,
,G2-146,42943,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89227778,78.53333333,,2,360,FOOT,,,MOIST.,NAT,,LOM,,Y,N,Y,1,3,0,0.1,0,0.1,0,30,3,0,15,25,100,0.1,0,0,0,0,0,25,100,,,,,,
,G2-148,42943,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89105556,78.52597222,,0,FLT,LW_PLN,,,N,NAT,,,,Y,N,Y,1,3,0,0.1,0,0.1,0,0,35,0,2,0,100,0,0,0,0,0,0,80,100,,,,,,
,G2-150,42943,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89175,78.52019444,,0,FLT,LW_PLN,,,N,NAT,,,,Y,N,Y,1,3,0,0.1,0,0.1,0,40,5,0,1,0,100,10,0,0,0,0,0,3,100,,,,,,
,G2-152,42943,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89086111,78.50630556,,0,FLT,LAKE,,,N,NAT,,,,Y,N,Y,1,3,0,0,0,0,0,0,15,0,5,0,100,0,0,0,0,0,0,5,100,,,,,,
,G2-154,42943,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.89222222,78.50547222,,0,FLT,LW_PLN,,,N,NAT,,,,Y,N,Y,1,3,0,20,0,20,0,50,30,0,3,0,100,0.1,0,0,0,0,0,30,100,,,,,,
,G2-156,42944,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91486111,78.66816667,,0,FLT,LW_PLN,,,AQU,NAT,,,,Y,N,Y,1,3,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,100,40,60,,,,,,
,G2-158,42944,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.915,78.66794444,,0,FLT,LW_PLN,,,WET,NAT,,,,Y,N,Y,1,3,0,0,0,0,0,45,5,0,0.1,0,100,10,0,0,0,0,0,3,100,,,,,,
,G2-160,42944,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91605556,78.65416667,,0,FLT,LW_PLN,,,N,NAT,,,,Y,N,Y,1,3,0,30,0,30,0,0,25,0,0.1,0,100,1,0,0,0,0,0,30,100,,,,,,
,G2-162,42944,,,0,1,N,R,,,,E. Troeva,,,,,,C,RU,G2_Northern_Gydan,24,,,,Y,GPS,5,71.91869444,78.64991667,,50,90,BACK,,,DRY,DIST,1,LOM,,Y,N,Y,1,3,0,0,0,0,0.1,99,5,0,15,3,10,10,0,0,0,0,0,5,100,,,,,,
