Bistorta elliptica,"Bistorta elliptica (Willd. ex Spreng.) Kom. ex V.V. Petrovsky, D.F. Murray & Elven",Bistorta elliptica,0,0,0,0.5,0,1,1,1,1,0,4,1,40,1,3,0.5,17,0,17,0,0,4,0,3,0.5,0.5,2,0,0,0,2,0.5,0,0,0,5,2,5,0.5,3,1,0.5,0,2,2,30,5,1,6,2,4,0,1,4,5,2,0,0,0,2,0.5,0,2,1,0,2,0,0.5,1,0,2,1,0,20,1,25,20,6,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0.5,2,15,27,0.5,12,2,0,1,0,15,5
Trientalis europaea,Trientalis europaea L.,Trientalis europaea,0,0,0,2,0,0.5,0.5,0.5,0,0,1,15,1,10,0,0,1,5,3,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,1,0,0,0.5,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
Vaccinium myrtillus,Vaccinium myrtillus L.,Vaccinium myrtillus,0,0,0,27,0,40,25,2,0.5,0,3,0,2,0.5,0,0,2,0,17,0,0.5,0,0.5,5,0,1,6,12,40,3,0,15,0,0,0,5,10,0,0,0,4,10,0,50,25,0,0,0,20,2,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0
Pachypleurum alpinum,Pachypleurum alpinum Ledeb.,Pachypleurum alpinum,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.5,0,1,0,0,1,0.5,0,0,0,0,0.5,0,0.5,0,1,0.5,0,0,0,0.5,2,0.5,2,0.5,1,0,1,2,0.5,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1,2,0,1,1,6,0,0,0,0,0,0,0,0,0.5,3,0,0,0,1,0.5,0,0,0,0,0,0,0,1,1,0.5,2,0,0,0,0.5,5,0,0.5,0.5
Carex species,Carex species,Carex species,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hylocomium splendens,Hylocomium splendens (Hedw.) Schimp.,Hylocomium splendens,0,0,0,30,0,0,0,30,2,20,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,20,30,0.5,0,0,20,0,20,6,0,0,0,0,0,0,40,4,0,0,0,30,25,3,7,0,0,35,0,0,10,40,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,50,35,40,50,40,0,0,20,80,0.5
Polytrichum hyperboreum,Polytrichum hyperboreum R. Br.,Polytrichum hyperboreum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dicranum species,Dicranum species,Dicranum species,0,0,0,5,0,0,17,0,0,8,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,25,0,0,25,0,6,3,0,3,0,0,2,10,0,6,15,0,8,7,3,0,0,17,6,5,15,0,0,7,0,0,0,0,12,0,3,0,5,0,0,0,0,0,2,0,0,0,25,0,6,0,0,2,0,0,0,0,0
Cetraria laevigata,Cetraria laevigata Rass.,Cetraria laevigata,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cetrariella delisei,Cetrariella delisei (Bory ex Schaer.) K?rnef.,Cetrariella delisei,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0.5,0,0,0,0,0,0,0,0,0.5,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Cladonia gracilis s. lat.,Cladonia gracilis s. lat. (L.) Willd.,Cladonia gracilis s. lat.,0,0,0,3,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,0,2,0,2,0,3,3,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
Cladonia sulphurina,Cladonia sulphurina (Michx.) Fr.,Cladonia sulphurina,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladonia stellaris,Cladonia stellaris (Opiz) Pouzar & Vezda,Cladonia stellaris,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0.5,0,0,0,0,0,0,10,0,0,4,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0.5,0,2,0,0,0,0,0
Gowardia nigricans,"Gowardia nigricans (Ach.) P.Halonen, L.Myllys, S. Velmala & H.Hyvarinen",Gowardia nigricans,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecanora geophila,Lecanora geophila (Th. Fr.) Poelt,Lecanora geophila,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peltigera aphthosa,Peltigera aphthosa (L.) Willd.,Peltigera aphthosa,0,0,0,0,0.5,0,1,0,0,1,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,1,0,1,0.5,0,0,0,2,2,2,2,0,3,0,0,1,2,0,2,3,0,0,2,0,2,0,0,1,2,1,0,1,0.5,1,0,2,1,0,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5,1,3,0.5
Carex bigelowii s. ensifolia,Carex bigelowii s. ensifolia (Turcz. ex Ledeb.) ined.,Carex bigelowii s. ensifolia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3,2,5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,3,0,0,0,0,5,1,0,2,0,0.5,0,4,0,2,1,0,0,2,2,2,3,1,2,0,0,3,5,6,0,10,30,3,0,0,0,10,0,0,2,0.5,0,1,6,0,0,0,0,5,2,0.5,0,0,2,10,2,10,6,3,0.5,0,0,10,2
Carex canescens [s. canescens],Carex canescens [s. canescens] L.,Carex canescens [s. canescens],0,0,0,0,0,0.5,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,10,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthoxanthum nipponicum,Anthoxanthum nipponicum Honda,Anthoxanthum nipponicum,0,0,0,0,0,0.5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5,0.5,10,12,8,2,0.5,0,0.5,0,0,0,8,7,2,0.5,3,0.5,0,0,0,0,10,4,0,2,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,5,0,0,0
Avenella flexuosa,Avenella flexuosa (L.) Drejer,Avenella flexuosa,0,0,0,0,0,5,0,0.5,0,0,0,1,1,5,0,0,0,0,4,0,0,3,2,0,0,0,0.5,6,15,2,0,0,0,0,0,4,0,0,0,2,0,0.5,0,5,4,5,3,0,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Salix glauca,Salix glauca L.,Salix glauca,0,0,0,0,0,1,0,2,0.5,0,0,0,1,0.5,3,0,2,40,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0
Sibbaldia procumbens,Sibbaldia procumbens L.,Sibbaldia procumbens,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2,2,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0.5,4,0,0,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0.5
Phyllodoce caerulea,Phyllodoce caerulea (L.) Bab.,Phyllodoce caerulea,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,2,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,5,2,0.5,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,2
Orthilia secunda,Orthilia secunda (L.) House,Orthilia secunda,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solidago virgaurea,Solidago virgaurea L.,Solidago virgaurea,0,0,0,0,0,2,3,0,0,0,3,15,6,15,0,0,17,20,15,1,0,3,1,3,0.5,0.5,6,4,5,4,1,2,0,0,0,10,1,0,0,4,4,2,0,0.5,2,5,4,5,5,2,4,0,0,5,5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.5,0.5,0,0,0.5
Tanacetum bipinnatum,Tanacetum bipinnatum (L.) Sch.Bip.,Tanacetum bipinnatum,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0.5,0.5,3,3,0.5,1,1,0.5,0,0,0,1,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,1,0,0.5,0.5,4,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5,2,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,1
Cladonia bellidiflora,Cladonia bellidiflora (Ach.) Schaer.,Cladonia bellidiflora,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,1,1,0,0.5,2,0,0,0,2,0.5,2,0,1,1,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,0,0,0,0,3,7,3,0.5,0,0,0,0.5,0,0,0,0,0,0,0
Cladonia coccifera s. lat.,Cladonia coccifera s. lat. (L.) Willd.,Cladonia coccifera s. lat.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,2,2,11,0.5,0,0,0,0,0,0,0,0,0,0,0
Veratrum album,Veratrum album L.,Veratrum album,0,0,0,0,0,0,0.5,0,0,0,4,1,3,0.5,0,0,6,5,2,5,2,4,2,4,1,5,2,2,0.5,1,0.5,1,0,0,0,3,1,5,1,3,1,0.5,0,0,0.5,1,5,0,2,0.5,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.5,0,5,2
Calamagrostis canadensis s. langsdorffii,Calamagrostis canadensis s. langsdorffii (Link) Hult?n,Calamagrostis canadensis s. langsdorffii,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranium krylovii,Geranium krylovii Tzvelev,Geranium krylovii,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,5,50,45,35,6,50,50,35,5,0,0,0,0,0,0,0,17,60,30,15,40,0.5,0.5,0,0,0,15,4,0,2,0,2,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,1
Rubus arcticus,Rubus arcticus L.,Rubus arcticus,0,0,0,0,0,0,1,6,0.5,0,0,1,1,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,5,0,5,0.5,10,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
Pyrola minor,Pyrola minor L.,Pyrola minor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Omalotheca norvegica,Omalotheca norvegica (Gunnerus) Sch.Bip. & F.W. Schultz,Omalotheca norvegica,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dicranella species,Dicranella species,Dicranella species,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladonia ecmocyna,Cladonia ecmocyna Leight.,Cladonia ecmocyna,0,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0.5,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Lycopodium annotinum s. alpestre,Lycopodium annotinum s. alpestre (Hartm.) A. L?ve & D. L?ve,Lycopodium annotinum s. alpestre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luzula parviflora,Luzula parviflora (Ehrh.) Desv.,Luzula parviflora,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Calamagrostis neglecta,"Calamagrostis neglecta (Ehrh.) P. Gaertn., B. Mey. & Scherb.",Calamagrostis neglecta,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhododendron tomentosum s. tomentosum,Rhododendron tomentosum s. tomentosum (Stokes) Harmaja,Rhododendron tomentosum s. tomentosum,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedicularis lapponica,Pedicularis lapponica L.,Pedicularis lapponica,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,0,0,1,0.5,0,0,2,0,0,1,0,0.5,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linnaea borealis,Linnaea borealis L.,Linnaea borealis,0,0,0,0,0,0,0,6,0.5,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alopecurus species,Alopecurus species,Alopecurus species,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycopodium annotinum,Lycopodium annotinum L.,Lycopodium annotinum,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Rubus chamaemorus,Rubus chamaemorus L.,Rubus chamaemorus,0,0,0,0,0,0,0,0,10,0,5,1,0,0.5,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedicularis labradorica,Pedicularis labradorica Wirsing,Pedicularis labradorica,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calamagrostis species,Calamagrostis species,Calamagrostis species,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Pohlia nutans,Pohlia nutans (Hedw.) Lindb.,Pohlia nutans,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polystichum species,Polystichum species,Polystichum species,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aulacomnium turgidum,Aulacomnium turgidum (Wahlenb.) Schwaegr.,Aulacomnium turgidum,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,3,0,0,12,17,0,0,4,25,0,5,10,10,0,0,12,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,5,12,0,0,0,0,0
Molendoa species,Molendoa species,Molendoa species,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa pratensis s. alpigena,Poa pratensis s. alpigena (Lindm.) Hiitonen,Poa pratensis s. alpigena,0,0,0,0,0,0,0,0,0,0,2,0,0,0.5,0,0,1,2,0,0.5,0,0,0,2,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,2,0,2,0,0,0.5,0,0,0,0.5,0
