RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITE MOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
20956,T10,20110705,25,S,2,N,Y,R,05AA01,B-B,"Carici stantis?Warnstorfietum exannulatae Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,3,34,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,68.58855556,52.36158333,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,50,0,,,,,,,100,,,,,,herb layer cover 70%
20957,T78,20020722,25,S,2,N,Y,R,05AA01,B-B,"Carici stantis?Warnstorfietum exannulatae Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,3,35,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,68.58697222,52.33441667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,,,100,,,,,,herb layer cover 60%
20958,T41,20020716,25,S,2,N,Y,R,05AA01,B-B,"Carici stantis?Warnstorfietum exannulatae Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,3,36,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,,,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,,,90,,,,,,herb layer cover 60%
20959,T53,20020718,25,S,2,N,Y,R,05AA01,B-B,"Carici stantis?Warnstorfietum exannulatae Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,3,37,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,,,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,,,100,,,,,,herb layer cover 70%
20960,T97,20020727,25,S,2,N,Y,R,05AA01,B-B,"Carici stantis?Warnstorfietum exannulatae Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,3,38,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,,,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,,,100,,,,,,herb layer cover 70%
20961,K77,20120817,25,S,2,N,Y,R,05AA02,B-B,"Carici stantis?Warnstorfietum fluitantis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,1,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.85875,49.27230556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,20,0,,,,,,,100,,,,,,herb layer cover 80%
20962,K44,20120810,25,S,2,N,Y,R,05AA02,B-B,"Carici stantis?Warnstorfietum fluitantis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,2,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.85327778,49.26625,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,10,0,,,,,5,,95,,,,,,herb layer cover 70%
20963,K65,20050904,25,S,2,N,Y,R,05AA02,B-B,"Carici stantis?Warnstorfietum fluitantis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,3,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.13855556,49.90936111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,60,0,,,,,,,100,,,,,,herb layer cover 60%
20964,K66,20050904,25,S,2,N,Y,R,05AA02,B-B,"Carici stantis?Warnstorfietum fluitantis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,4,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.13927778,49.91061111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,30,0,,,,,5,,95,,,,,,herb layer cover 70%
20965,K71m,20050905,25,S,2,N,Y,R,05AA02,B-B,"Carici stantis?Warnstorfietum fluitantis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,5,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.1195,49.93444444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,1,,,,,,,100,,,,,,herb layer cover 20%
20966,K67,20050904,25,S,2,N,Y,R,05AA02,B-B,"Carici stantis?Warnstorfietum fluitantis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,6,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.14019444,49.91202778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,,,100,,,,,,herb layer cover 20%
20967,K27,20130803,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,7,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the uppstream",,,Y,GPS,5,69.23069444,48.89722222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,80,0,,,,,,,100,,,,,,herb layer cover 80%
20968,T43,20020716,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,4,8,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,,,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,,,100,,,,,,herb layer cover 20%
20969,K176,20070911,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,9,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.27555556,49.94063889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,1,,99,,,,,,herb layer cover 70%
20970,K2,20050824,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,10,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.12197222,50.02616667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,80,0,,,,,20,,100,,,,,,herb layer cover 80%
20971,K29,20120806,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,11,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.85558333,49.17877778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,80,0,,,,,10,,100,,,,,,herb layer cover 50%
20972,K57a,20120812,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,12,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.88316667,49.23905556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,80,0,,,,,,,100,,,,,,herb layer cover 80%
20973,K4,20050827,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,13,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.12177778,50.02022222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,,,100,,,,,,herb layer cover 30%
20974,K70m,20050905,25,S,2,N,Y,R,05AA03,B-B,"Carici stantis?Sphagnetum squarrosi Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,4,14,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the downstream",,,Y,GPS,5,69.12505556,49.94119444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,70,0,,,,,1,,99,,,,,,herb layer cover 30%
20975,V55,20040813,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,1,,,,RU,SC_LAVR,C,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.82197222,59.67452778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,1,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 80%
20976,153,20040718,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,2,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.31677778,58.86336111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 50%
20977,119,20040709,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,3,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.21219444,59.22672222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 80%
20978,117,20040709,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,4,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.20833333,59.22638889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,1,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 60%
20979,118,20040709,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,5,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.21269444,59.22944444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 80%
20980,120,20040709,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,6,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.21161111,59.22594444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 80%
20981,121,20040711,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,7,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.23733333,59.25594444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,1,,,,,,,,,100,1,,,,,0,,100,,,,,,herb layer cover 80%
20982,169,20040721,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,8,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.33797222,58.79391667,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 60%
20983,108,20040707,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,9,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.16025,59.23063889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 30%
20984,151,20040718,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,10,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.30894444,58.87038889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 50%
20985,154,20040718,25,S,2,N,Y,R,05AB01,B-B,"Carici rariflorae–Limprichtietum revolventis Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,2,11,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Dolgii Island, Barents Sea",,,Y,GPS,5,69.31430556,58.86694444,,1,9,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 50%
20986,V12,20040803,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,12,,,,RU,SC_LAVR,C,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.84308333,59.64358333,,1,27,,,,,NAT,,,,Y,Y,Y,1,1,,20,,,,,,,,,40,1,,,,,0,,100,,,,,,herb layer cover 80%
20987,V35,20040810,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,13,,,,RU,SC_LAVR,C,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.85030556,59.63625,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,50,,,,,,,,,90,1,,,,,0,,100,,,,,,herb layer cover 70%
20988,V109,20100801,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,14,,,,RU,SC_LAVR,C,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.8385,59.62755556,,1,27,,,,,NAT,,,,Y,Y,Y,1,1,,20,,,,,,,,,40,1,,,,,5,,100,,,,,,herb layer cover 80%
20989,V17,20040804,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,15,,,,RU,SC_LAVR,C,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.83216667,59.67172222,,1,1827,,,,,NAT,,,,Y,Y,Y,1,1,,5,,,,,,,,,30,0,,,,,0,,100,,,,,,herb layer cover 95%
20990,V34,20040810,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,16,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.84661111,59.62791667,,1,1827,,,,,NAT,,,,Y,Y,Y,1,1,,30,,,,,,,,,80,1,,,,,0,,100,,,,,,herb layer cover 95%
20991,V33,20040809,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,17,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.85230556,59.59133333,,2,27,,,,,NAT,,,,Y,Y,Y,1,1,,20,,,,,,,,,80,0,,,,,0,,100,,,,,,herb layer cover 90%
20992,V15,20040804,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,18,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.8375,59.64255556,,3,3627,,,,,NAT,,,,Y,Y,Y,1,1,,40,,,,,,,,,70,1,,,,,0,,100,,,,,,herb layer cover 70%
20993,V36,20040810,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,19,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.85233333,59.64122222,,1,27,,,,,NAT,,,,Y,Y,Y,1,1,,50,,,,,,,,,80,5,,,,,0,,100,,,,,,herb layer cover 60%
20994,V13,20040803,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,20,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.84536111,59.65325,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,40,,,,,,,,,60,0,,,,,0,,100,,,,,,herb layer cover 90%
20995,V38,20040810,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,21,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.85658333,59.64233333,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,5,,,,,,,,,80,1,,,,,0,,100,,,,,,herb layer cover 90%
20996,V102,20100731,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,22,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.85136111,59.61230556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,50,,,,,,,,,70,0,,,,,1,,100,,,,,,herb layer cover 50%
20997,V31,20040809,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,23,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.84622222,59.59730556,,1,27,,,,,NAT,,,,Y,Y,Y,1,1,,1,,,,,,,,,60,0,,,,,0,,100,,,,,,herb layer cover 90%
20998,V27,20040808,25,S,2,N,Y,R,05AB02,B-B,Carici stantis?Salicetum reptantis Zanokha 2003,Lavr,42,2,24,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Vaigach Island, Lyamchina Bay",,,Y,GPS,5,69.84211111,59.67972222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,5,,,,,,,,,60,0,,,,,0,,100,,,,,,herb layer cover 90%
20999,K14,20120804,25,S,2,N,Y,R,05BB01,B-B,"Carici stantis?Sphagnetum lindbergii Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,1,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.8625,49.22722222,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 30%
21000,K23a,20120806,25,S,2,N,Y,R,05BB01,B-B,"Carici stantis?Sphagnetum lindbergii Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,2,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.8525,49.19694444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,95,0,,,,,0,,100,,,,,,herb layer cover 30%
21001,K54,20120811,25,S,2,N,Y,R,05BB01,B-B,"Carici stantis?Sphagnetum lindbergii Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,3,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.87277778,49.19583333,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 40%
21002,K27a,20120806,25,S,2,N,Y,R,05BB01,B-B,"Carici stantis?Sphagnetum lindbergii Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,4,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.8525,49.18194444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,99,0,,,,,0,,100,,,,,,herb layer cover 20%
21003,K76,20130810,25,S,2,N,Y,R,05BB01,B-B,"Carici stantis?Sphagnetum lindbergii Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,5,,,,RU,SC_LAVR,D,"Russia, Nenets autonimus District, Kolguev Island Peschanka River basin in the uppstream",,,Y,GPS,5,69.26166667,48.8675,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 50%
21004,K13,20120804,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,6,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.86313889,49.23005556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 25%
21005,K87z,20120821,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,7,,,,RU,SC_LAVR,E,"Russia, Nenets autonimus District, Kolguev Island Bugryanka River basin",,,Y,GPS,5,68.90372222,49.10238889,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,90,0,,,,,0,,100,,,,,,herb layer cover 60%
21006,pl17m,20060706,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,5,8,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Timanskaya tundra Svaytoi Nos Cape",,,Y,GPS,5,67.90841667,48.60452778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 30%
21007,KN43,20010809,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",LavrO,42,5,9,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Kuzneckiy Nos Cape",,,Y,GPS,5,68.83291667,53.92544444,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 20%
21008,T122b,20110708,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,10,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Malozemel'skaya tundra Tobseda settlement, Kolokolkova Bay",,,Y,GPS,5,68.62027778,52.47111111,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,95,0,,,,,0,,100,,,,,,herb layer cover 10%
21009,76,20090728,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,11,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Severnaja river basin",,,Y,GPS,5,67.65033333,54.02855556,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,40,0,,,,,0,,100,,,,,,herb layer cover 70%
21010,BN26,20140726,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,12,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra Bolvansky Nos Cape",,,Y,GPS,5,68.29227778,54.50177778,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,100,0,,,,,0,,100,,,,,,herb layer cover 40%
21011,K2.3,20100720,25,S,2,N,Y,R,05BB02,B-B,"Carici rariflorae-Sphagnetum lindbergii (Andreev 1932) Lavrinenko, Matveyeva, Lavrinenko 2016",Lavr,42,5,13,,,,RU,SC_LAVR,,"Russia, Nenets autonimus District, Bolshezemel'skaya tundra East-Kharyaga oilfield",,,Y,GPS,5,67.18472222,56.92,,0,,,,,,NAT,,,,Y,Y,Y,1,1,,0,,,,,,,,,80,0,,,,,10,,90,,,,,,herb layer cover 50%
