RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G1-133,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22236111,79.29066667,23,5,360,FOOT,,,WET,NAT,7,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,90,10,,,,,,,100,,0,,10,,
,G1-135,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22222222,79.29444444,29,5,360,FOOT,,,N,NAT,10,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,70,0,,,,,,,100,,0,,12,,
,G1-137,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22205556,79.29313889,19,5,360,SHLD,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,50,8,,,,,,,100,,0,,12,,
,G1-139,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22194444,79.29330556,20,10,360,SHLD,,,WET,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,65,5,,,,,,,100,,0,,12,,
,G1-141,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22397222,79.30680556,18,7,360,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,55,10,,,,,,,100,,0,,15,,
,G1-143,20170717,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.22366667,79.30686111,17,8,360,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,65,5,,,,,,,100,,0,0,12,,
,G1-1-MT,20170718,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21777778,79.28666667,19,9,250,SHLD,,,N,NAT,,SND,,Y,Y,Y,1,1,0,,,,,,,,,,30,12,,,,,,,80,,0,,30,,
,G1-2-MT,20170718,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21752778,79.29641667,19,9,180,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,75,7,,,,,,,100,,0,,12,,
,G1-3-MT,20170718,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21747222,79.29891667,31,8,180,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,80,7,,,,,,,100,,0,,15,,
,G1-4-MT,20170718,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21627778,79.30002778,19,3,180,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,70,8,,,,,,,100,,0,,30,,
,G1-5-MT,20170718,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21472222,79.3015,    ,10,180,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,30,5,,,,,,,100,,0,,12,,
,G1-6-MT,20170718,,,0,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,G1_Yambuto_lake,24,,,,Y,GPS,5,71.21583333,79.31105556,25,17,180,BACK,,,N,NAT,,ORG,,Y,Y,Y,1,1,0,,,,,,,,,,100,7,,,,,,,100,,0,,10,,
