RELEVE NUMBER,FIELD RELEVE NUMBER,DATE (YEARMONTHDAY),RELEVE AREA (M2),RELEVE SHAPE,COVERSCALE,REPEAT SAMPLED (Y/N),COLLECTION,COLLECTION METHOD,SYNTAXON CODE,SYSTEM FOR PLANT COMMUNITY NAME,PLANT COMMUNITY NAME,AUTHOR CODE,REFERENCE FOR SPECIES DATA,TABLE NUMBER FOR SPECIES DATA,NUMBER OF RELEVE IN TABLE,REFERENCE FOR ENVIRONMENTAL DATA,TABLE NUMBER FOR ENVIRONMENTAL DATA,SUBZONE,COUNTRY CODE,DATASET,REGION,LOCATION,PHYSIOGRAPHIC DIVISION,PHYSIOGRAPHIC REGION SOURCE,GEOREFERENCE (Y/N),GEOREFERENCE SOURCE,GEOREFERENCE ACCURACY (M),LATITUDE WGS 84 (DD),LONGITUDE WGS 84 (DD),ALTITUDE (M),SLOPE (DEGREES),ASPECT (DEGREES),TOPOGRAPHIC POSITION,SURFICIAL GEOLOGY,HABITAT TYPE ,SITEMOISTURE,DISTURBANCE,ORGANIC LAYER DEPTH (CM),SOIL TEXTURE  TOP MINERAL HORIZON,SOIL PH (at 10 cm),MOSSES IDENTIFIED (Y/N),LIVERWORTS IDENTIFIED (Y/N),LICHENS IDENTIFIED (Y/N),VASCULAR PLANT TAXONOMIC QUALITY ,CRYPTOGAM TAXONOMIC QUALITY,COVER TREE LAYER (%),COVER SHRUB LAYER (%),COVER TALL SHRUBS (%),COVER LOW SHRUBS (%),COVER ERECT DWARF-SHRUBS (%),COVER PROSTRATE DWARF-SHRUBS (%),COVER GRAMINOIDS (%),COVER TUSSOCK GRAMINOIDS (%),COVER FORBS (%),COVER SEEDLESS VASCULAR PLANTS (%),COVER MOSSES & LIVERWORTS (%),COVER LICHEN LAYER (%),COVER CRUST(%),COVER ALGAE LAYER (%),COVER BARE SOIL (%),COVER BARE ROCK (%),COVER OPEN WATER (%),COVER LITTER LAYER (%),COVER TOTAL (%),MEAN CANOPY HEIGHT (CM),MEAN TREE LAYER HEIGHT (CM),MEAN SHRUB LAYER HEIGHT (CM),MEAN HERB LAYER HEIGHT (CM),MEAN MOSS LAYER HEIGHT (CM),REMARKS
,G2-153,20170727,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89144444,78.51891667,3,FLT,0,,LAKE,,AQU,NAT,,,,Y,Y,Y,1,1,,,,,,,,,,,15,0,,,,0,50,,50,,0,0,25,,
,G2-155,20170727,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.89141667,78.50722222,3,FLT,0,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,100,2,,,,0,0,,100,,0,0,25,,
,G2-157,20170728,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91569444,78.66827778,11,FLT,0,,LW_PLN,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,30,60,,,,0,0,,100,,0,,35,,
,G2-159,20170728,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91986111,78.65922222,20,42,180,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,10,10,,,,0,0,,100,,0,0,35,,
,G2-161,20170728,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.91994444,78.65763889,19,43,180,,BACK,,N,NAT,,LOM,,Y,Y,Y,1,1,,,,,,,,,,,15,10,,,,0,0,,85,,0,0,25,,
,G2-163,20170728,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,GPS,5,71.92011111,78.65883333,24,9,360,,FOOT,,N,NAT,,ORG,,Y,Y,Y,1,1,,,,,,,,,,,25,15,,,,0,0,,100,,0,,12,,
,,,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,00,1,N,R,,,,M. Telyatnikov,,,,,,C,RU,gava2_mtelyatnikov,024,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
