Rumex acetosa,Rumex acetosa L.,Rumex acetosa,0,0,0,0,0.2,0,0.2,0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dicranum acutifolium,Dicranum acutifolium (Lindb. & H. Arn.) C. Jens.,Dicranum acutifolium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,4,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,1
Hylocomium splendens,Hylocomium splendens (Hedw.) Schimp.,Hylocomium splendens,0,0,0,0,3,2,0,0,3,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,5,0,2,0,0
Sphagnum warnstorfii,Sphagnum warnstorfii Russ.,Sphagnum warnstorfii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cetrariella fastigiata,Cetrariella fastigiata (Bory ex Schaerer) K?rnefelt & Thell,Cetrariella fastigiata,0,0,0,0,0.5,0,2,0.5,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladonia chlorophaea,Cladonia chlorophaea (Somm.) Spreng.,Cladonia chlorophaea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cladonia gracilis s. lat.,Cladonia gracilis s. lat. (L.) Willd.,Cladonia gracilis s. lat.,0,0,0,0,1,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,2,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0.5,0,0,0,0
Cladonia macroceras,Cladonia macroceras (Fl?rke) Ahti,Cladonia macroceras,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cladonia pyxidata,Cladonia pyxidata (L.) Hoffm.,Cladonia pyxidata,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Pedicularis oederi,Pedicularis oederi Vahl,Pedicularis oederi,0,0,0,0,0,0.5,1,0.5,1,1,0,1,0,0.5,1,0,0.2,0,1,0,0.2,1,0,1,0,0.5,0.5,0,0.5,0.2,0,1,0,1,0,0,0,1,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0.5,0.5,1,1,0.5,0,0,0,0,0,2,0,1,0.5,0,0,0,0,0
Campylium chrysophyllum,Campylium chrysophyllum (Brid.) J. M. Lange,Campylium chrysophyllum,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1
Sanionia uncinata,Sanionia uncinata (Hedw.) Loeske,Sanionia uncinata,0,0,0,0,0,2,0,0,1,0,0,2,3,0,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,1,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,1,1,4,0,0,0,10,0,0,0,15,0,1
Cladonia mitis,Cladonia mitis Sandst.,Cladonia mitis,0,0,0,0,0,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
Cladonia stygia,Cladonia stygia (Fr.) Ruoss,Cladonia stygia,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Pertusaria species,Pertusaria species,Pertusaria species,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koeleria asiatica,Koeleria asiatica Domin,Koeleria asiatica,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Festuca rubra s. richardsonii,Festuca rubra s. richardsonii (Hook.) Hult?n,Festuca rubra s. richardsonii,0,0,0,0,0,0,1,0.2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,0,0,8,0,0,0,0,3,0,0,3,0,3,0,0,1,2,7,2,0,0,0,0,0,0,0,0,0,0.2,0,2,1,1,0,2,2,0,0,0,2,1,2,0,0,0,0.5,0,0,2,1
Pedicularis amoena,Pedicularis amoena Adams ex Steven,Pedicularis amoena,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ochrolechia androgyna,Ochrolechia androgyna (Hoffm.) Arn.,Ochrolechia androgyna,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Juncus biglumis,Juncus biglumis L.,Juncus biglumis,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex capillaris,Carex capillaris L.,Carex capillaris,0,0,0,0,0,0,0,1,0,20,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardamine bellidifolia [s. bellidifolia],Cardamine bellidifolia [s. bellidifolia] L.,Cardamine bellidifolia [s. bellidifolia],0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alyssum obovatum,Alyssum obovatum (C.A. Mey.) Turcz.,Alyssum obovatum,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0.5,0.5,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pachypleurum alpinum,Pachypleurum alpinum Ledeb.,Pachypleurum alpinum,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,3,0,1,0,0,0,0.5,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.2,0,0,0
Dicranum spadiceum,Dicranum spadiceum J. E. Zetterst.,Dicranum spadiceum,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Dicranum spadiceum,Dicranum spadiceum J. E. Zetterst.,Dicranum spadiceum,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Pleurozium schreberi,Pleurozium schreberi (Willdenow ex Brid.) Mitt.,Pleurozium schreberi,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pohlia nutans,Pohlia nutans (Hedw.) Lindb.,Pohlia nutans,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cladonia cervicornis s. cervicornis,Cladonia cervicornis s. cervicornis (Ach.) Flot.,Cladonia cervicornis s. cervicornis,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,4,0,0,0,0.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Carex saxatilis,Carex saxatilis L.,Carex saxatilis,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,2,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0
Bistorta vivipara,Bistorta vivipara (L.) Delarbre,Bistorta vivipara,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minuartia verna [s. verna],Minuartia verna [s. verna] (L.) Hiern,Minuartia verna [s. verna],0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryum species,Bryum species,Bryum species,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,2,0,0,2,10,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,10,0,2,0,0,0,0,0,1,0,0,0,0,0,2
Ochrolechia upsaliensis,Ochrolechia upsaliensis (L.) Massal.,Ochrolechia upsaliensis,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deschampsia sukatschewii s. borealis,Deschampsia sukatschewii s. borealis (Trautv.) Tzvelev,Deschampsia sukatschewii s. borealis,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Silene paucifolia,Silene paucifolia Ledeb.,Silene paucifolia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castilleja lapponica,Castilleja lapponica Gand. ex Rebrist.,Castilleja lapponica,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedicularis arctoeuropaea,Pedicularis arctoeuropaea (Hult?n) Molau & D.F. Murray,Pedicularis arctoeuropaea,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.5,0
Cladonia coccifera s. lat.,Cladonia coccifera s. lat. (L.) Willd.,Cladonia coccifera s. lat.,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,3,1,1,0,0,0.5,0,0,0,0,0,1,0.5,2,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,3,3,0.5,0.5,0,0,0,0,5,3,0.5,1,0.5,0,0.5,2,2,1,1,1,0,2,0.5,3,4,0,0.5,0,0
Salix pulchra,Salix pulchra Cham.,Salix pulchra,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,6,0,2,0,0,0,0,0,0,0,0,0,2,0,3,2,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0.5,0,0,0,0,0
Caloplaca cerina,Caloplaca cerina (Ehrh. ex Hedw.) Th. Fr.,Caloplaca cerina,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerastium regelii taxon jenisejense,Cerastium regelii taxon jenisejense (Hult?n),Cerastium regelii taxon jenisejense,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga hirculus,Saxifraga hirculus L.,Saxifraga hirculus,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Salix polaris,Salix polaris Wahlenb.,Salix polaris,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cochlearia groenlandica,Cochlearia groenlandica L.,Cochlearia groenlandica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryum pseudotriquetrum,"Bryum pseudotriquetrum (Hedw.) P.G. Gaertn., B. Mey. & Scherb.",Bryum pseudotriquetrum,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylium polygamum,Campylium polygamum (Schimp.) C. Jens.,Campylium polygamum,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huperzia arctica,Huperzia arctica (Grossh. ex Tolm.) Sipliv.,Huperzia arctica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juncus arcticus,Juncus arcticus Willd.,Juncus arcticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex rotundata,Carex rotundata Wahlenb.,Carex rotundata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalictrum alpinum,Thalictrum alpinum L.,Thalictrum alpinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Ranunculus subborealis s. subborealis,Ranunculus subborealis s. subborealis Tzvelev,Ranunculus subborealis s. subborealis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanguisorba officinalis,Sanguisorba officinalis L.,Sanguisorba officinalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valeriana capitata,Valeriana capitata Pall. ex Link,Valeriana capitata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex vaginata s. vaginata,Carex vaginata s. vaginata Tausch,Carex vaginata s. vaginata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachythecium reflexum,Brachythecium reflexum (Starke) Schimp.,Brachythecium reflexum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhytidium rugosum,Rhytidium rugosum (Ehrh. ex Hedw.) Kindb.,Rhytidium rugosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa glauca,Poa glauca Vahl,Poa glauca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Rumex arcticus,Rumex arcticus Trautv.,Rumex arcticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micranthes hieraciifolia,Micranthes hieraciifolia (Waldst. & Kit. ex Willd.) Haw.,Micranthes hieraciifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brachythecium mildeanum,Brachythecium mildeanum (Schimp.) Schimp.,Brachythecium mildeanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladonia ecmocyna,Cladonia ecmocyna Leight.,Cladonia ecmocyna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nephroma arcticum,Nephroma arcticum (L.) Torss.,Nephroma arcticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloydia serotina,Lloydia serotina (L.) Rchb.,Lloydia serotina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Saxifraga spinulosa,Saxifraga spinulosa Adams,Saxifraga spinulosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thymus paucifolius,Thymus paucifolius Klokov,Thymus paucifolius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenella flexuosa,Avenella flexuosa (L.) Drejer,Avenella flexuosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex canescens [s. canescens],Carex canescens [s. canescens] L.,Carex canescens [s. canescens],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerastium arvense,Cerastium arvense L.,Cerastium arvense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylium stellatum,Campylium stellatum (Hedw.) C. Jens.,Campylium stellatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carex parallela s. redowskiana,Carex parallela s. redowskiana (C.A. Mey.) T.V. Egorova,Carex parallela s. redowskiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
